source,target
C00002682,CCL11
C00002682,CCL5
C00002682,CCL8
C00002682,CD8A
C00002682,IL2
C00046784,GNAI1
C00046784,TP53
C00046784,TNF
C00046784,MAPK1
C00046784,PPARA
C00046784,ATF6
C00046784,NFKB1
C00046784,JUN
C00046784,HDAC1
C00046784,CTBP1
C00046784,JUP
C00046784,TLE2
C00046784,TLE1
C00001782,RAPGEF4
C00001782,OXTR
C00001782,SENP6
C00001782,TP53
C00001782,PRKACB
C00001782,NCOA2
C00001782,EPAS1
C00001782,NRP1
C00001782,GLP1R
C00001782,GNAS
C00001782,ATF6
C00001782,RAPGEF3
C00001782,NCOA1
C00001782,IL1B
C00001782,AVPR1A
C00001782,PABPC1
C00001782,HDAC3
C00001782,JUN
C00001782,AKT1
C00001782,PADI4
C00001782,GPAT2
C00001782,GPD1
C00001782,GPD2
C00001782,GNPAT
C00001782,ADPRM
C00000206,APP
C00000206,LCK
C00000206,NRP1
C00000206,JAK2
C00000206,GLP1R
C00000206,GNAS
C00000206,ATF6
C00000206,HSPA8
C00000206,UBA2
C00000206,NR3C1
C00000206,PADI4
C00000206,CTNNB1
C00000206,PTPN22
C00000206,FLT1
C00000206,MAPK14
C00000206,PRKCA
C00000206,EPAS1
C00000206,UBE2I
C00000206,EGFR
C00000206,CCR5
C00000206,RAPGEF3
C00000206,STAT1
C00000206,EIF2AK3
C00000206,ADRA2A
C00000206,MAOA
C00000206,SMAD3
C00000206,FYN
C00000206,CALCR
C00000206,OXTR
C00000206,PRKACB
C00000206,MMP9
C00000206,GAPDH
C00000206,ALPL
C00000206,GPR35
C00000206,IL1B
C00000206,AVPR1A
C00000206,PABPC1
C00000206,PPARG
C00000206,NCOA2
C00000206,BDKRB2
C00000206,GNAI1
C00000206,RAPGEF4
C00000206,SENP6
C00000206,TP53
C00000206,MAPK1
C00000206,MAP3K3
C00000206,NCOA1
C00000206,NFKB1
C00000206,HDAC3
C00000206,JUN
C00000206,AKT1
C00000206,ALB
C00000206,CD8A
C00000206,IL2
C00000206,CD4
C00000206,CCL11
C00000206,CCL5
C00002683,JAK2
C00002683,NRP1
C00002683,GLP1R
C00002683,GNAS
C00002683,UBA2
C00002683,PADI4
C00002683,CTNNB1
C00002683,PTPN22
C00002683,EPAS1
C00002683,UBE2I
C00002683,RAPGEF3
C00002683,EIF2AK3
C00002683,OXTR
C00002683,PRKACB
C00002683,GAPDH
C00002683,GPR35
C00002683,IL1B
C00002683,AVPR1A
C00002683,PABPC1
C00002683,NCOA2
C00002683,GNAI1
C00002683,RAPGEF4
C00002683,SENP6
C00002683,TP53
C00002683,MAPK1
C00002683,MAP3K3
C00002683,NCOA1
C00002683,HDAC3
C00002683,AKT1
C00002683,LEP
C00002683,ADIPOQ
C00002683,PPARA
C00002683,TNF
C00002525,NRP1
C00002525,GLP1R
C00002525,GNAS
C00002525,ATF6
C00002525,NR3C1
C00002525,PADI4
C00002525,EPAS1
C00002525,SLC5A1
C00002525,RAPGEF3
C00002525,OXTR
C00002525,PRKACB
C00002525,IL2
C00002525,GAPDH
C00002525,PPARA
C00002525,IL1B
C00002525,AVPR1A
C00002525,PABPC1
C00002525,PPARG
C00002525,NCOA2
C00002525,GNAI1
C00002525,RAPGEF4
C00002525,SENP6
C00002525,TP53
C00002525,MTOR
C00002525,MAPK1
C00002525,MAP3K3
C00002525,NCOA1
C00002525,HDAC3
C00002525,JUN
C00002525,AKT1
C00002525,APOA2
C00002525,SREBF2
C00002525,SENP1
C00002525,UBE2I
C00050775,JUN
C00050775,ATF6
C00050775,TP53
C00050775,HDAC1
C00050775,CTBP1
C00050775,JUP
C00050775,TLE4
C00050775,TLE2
C00000100,NRP1
C00000100,GLP1R
C00000100,GNAS
C00000100,ATF6
C00000100,PADI4
C00000100,EPAS1
C00000100,RAPGEF3
C00000100,OXTR
C00000100,PRKACB
C00000100,IL1B
C00000100,AVPR1A
C00000100,PABPC1
C00000100,NCOA2
C00000100,RAPGEF4
C00000100,SENP6
C00000100,TP53
C00000100,MTOR
C00000100,MAP3K3
C00000100,NCOA1
C00000100,HDAC3
C00000100,JUN
C00000100,AKT1
C00000100,ALB
C00000100,SREBF2
C00000100,APOA2
C00000100,LEP
C00000100,ADIPOQ
C00000100,PPARA
C00000091,NRP1
C00000091,GLP1R
C00000091,GNAS
C00000091,NR3C1
C00000091,PADI4
C00000091,EPAS1
C00000091,RAPGEF3
C00000091,OXTR
C00000091,PRKACB
C00000091,GAPDH
C00000091,IL1B
C00000091,AVPR1A
C00000091,PABPC1
C00000091,NCOA2
C00000091,GNAI1
C00000091,RAPGEF4
C00000091,SENP6
C00000091,MAPK1
C00000091,MAP3K3
C00000091,NCOA1
C00000091,HDAC3
C00000091,AKT1
C00000091,POU5F1B
C00000091,POU5F1
C00000091,ZFP57
C00000091,XRN1
C00000091,ASIC1
C00009453,APP
C00009453,JAK2
C00009453,NRP1
C00009453,GLP1R
C00009453,GNAS
C00009453,UBA2
C00009453,PADI4
C00009453,CTNNB1
C00009453,PTPN22
C00009453,EPAS1
C00009453,UBE2I
C00009453,RAPGEF3
C00009453,STAT1
C00009453,EIF2AK3
C00009453,OXTR
C00009453,PRKACB
C00009453,GAPDH
C00009453,ALPL
C00009453,GPR35
C00009453,IL1B
C00009453,AVPR1A
C00009453,PABPC1
C00009453,PPARG
C00009453,NCOA2
C00009453,GNAI1
C00009453,RAPGEF4
C00009453,SENP6
C00009453,TP53
C00009453,MAPK1
C00009453,MAP3K3
C00009453,NCOA1
C00009453,NFKB1
C00009453,HDAC3
C00009453,AKT1
C00009453,APOA2
C00009453,SREBF2
C00009453,SENP1
C00004565,NRP1
C00004565,GLP1R
C00004565,GNAS
C00004565,ATF6
C00004565,NR3C1
C00004565,PADI4
C00004565,TNF
C00004565,EPAS1
C00004565,EGFR
C00004565,RAPGEF3
C00004565,OXTR
C00004565,PRKACB
C00004565,PON1
C00004565,GAPDH
C00004565,PPARA
C00004565,IL1B
C00004565,AVPR1A
C00004565,PABPC1
C00004565,PPARG
C00004565,NCOA2
C00004565,GNAI1
C00004565,RAPGEF4
C00004565,SENP6
C00004565,TP53
C00004565,MAPK1
C00004565,MAP3K3
C00004565,NCOA1
C00004565,NFKB1
C00004565,HDAC3
C00004565,JUN
C00004565,TOP2A
C00004565,AKT1
C00004565,SIRT1
C00004565,KLC1
C00004565,TRPC3
C00004565,TRPC4
C00004565,PLCB2
C00002514,APP
C00002514,NRP1
C00002514,JAK2
C00002514,GLP1R
C00002514,GNAS
C00002514,ATF6
C00002514,NR3C1
C00002514,UBA2
C00002514,PRKACA
C00002514,PADI4
C00002514,CTNNB1
C00002514,PTPN22
C00002514,EPAS1
C00002514,UBE2I
C00002514,RAPGEF3
C00002514,STAT1
C00002514,EIF2AK3
C00002514,OXTR
C00002514,PRKACB
C00002514,GAPDH
C00002514,ALPL
C00002514,PPARA
C00002514,GPR35
C00002514,IL1B
C00002514,AVPR1A
C00002514,PABPC1
C00002514,PPARG
C00002514,NCOA2
C00002514,GNAI1
C00002514,RAPGEF4
C00002514,SENP6
C00002514,TP53
C00002514,MAPK1
C00002514,MAP3K3
C00002514,NCOA1
C00002514,NFKB1
C00002514,HDAC3
C00002514,JUN
C00002514,AKT1
C00002514,MAP2K7
C00002514,LRP8
C00002514,MAPK8IP3
C00002514,VWF
C00001386,GNAI1
C00001386,SMAD3
C00001386,TP53
C00001386,GLP1R
C00001386,GAPDH
C00001386,MAPK1
C00001386,PPARA
C00001386,NFKB1
C00001386,NR3C1
C00001386,LEP
C00001386,ADIPOQ
C00001386,TNF
C00001386,IL2
C00009778,RAPGEF4
C00009778,OXTR
C00009778,SENP6
C00009778,PRKACB
C00009778,NCOA2
C00009778,EPAS1
C00009778,NRP1
C00009778,GLP1R
C00009778,GNAS
C00009778,IL1B
C00009778,RAPGEF3
C00009778,MAP3K3
C00009778,NCOA1
C00009778,AVPR1A
C00009778,PABPC1
C00009778,HDAC3
C00009778,AKT1
C00009778,PADI4
C00009778,SENP1
C00009778,UBE2I
C00009778,LRP8
C00009778,MAP2K7
C00010604,MTOR
C00010604,TF
C00010604,TMPRSS6
C00010604,AGPAT9
C00010604,AGPAT6
C00010604,SLC40A1
C00001233,GNAI1
C00001233,TP53
C00001233,GLP1R
C00001233,PPARA
C00001233,ATF6
C00001233,NFKB1
C00001233,PPARG
C00001233,JUN
C00001233,HDAC1
C00001233,CTBP1
C00001233,JUP
C00001233,TLE1
C00001233,TLE4
