Name,Protopine,Testosterone,Glycycoumarin,Spermine,Guanosine,Hirsutrin,Isorhamnetin,Vitamin A,Licuroside,Myoinositol,Lycopene,Pregnenolone,Octadecanoic acid,Quinic acid,Naringin,Methyl rosmarinate,Malic acid,Loganin,Uracil,Quercetin,Kaempferol 3-glucuronide,Isoferulic acid,Tanshinone II,Acetylursolic acid,Riboflavin,Apigenin,Myricetin,alpha-Tocopherol,Sigmoidin B,Glycyrrhetinic acid,Ellagic acid,Coumarin,Sanguinarine,Ferruginol,Oleic acid,Glisoflavone,Liquiritin,(+)-S-Carvone,(-)-Jasmonic acid,Glycyrol,Tetrahydroalstonine,Isoschaftoside,Chelerythrine,Citric acid,Chrysoeriol,Isobavachalcone,3-O-Caffeoylquinic acid,Berberine,Trigonelline,Rutin,7-Hydroxycoumarin,Isoliquiritigenin,1 3 7-Trihydroxyxanthone,Echinatin,Oestrone,Peucedanin,Folic acid,alpha-Terpinene,Linoleic acid,N6-(delta2-Isopentenyl)adenine,Vindoline,Oleanolic acid,6-Hydroxymellein,Betulinic acid,3' 4' 7-Trihydroxyflavone,Liquiritigenin,Punicalin,Isolicoflavonol,Gallic acid,Sucrose,Caffeic acid,Benzoic acid,Spermidine,(R)-linalool,Tryptamine,Isoliquiritin,Semilicoisoflavone B,Naringenin,p-Coumaric acid,Tanshinone I,Sweroside,3 4-Dihydroxybenzoic acid,delta-Tocopherol,Adenosine,(6S 9R)-Roseoside,beta-D-Glucosamine,Methyl 3 4 5-trihydroxybenzoate,Acetovanillone,6 8-Diprenylgenistein,Myristicin,Glycyrrhizic acid,Fumaric acid,Succinic acid,Miltirone,Gancaonin U,4-Terpineol,Oxalic acid,Thiamine,Dihydrotanshinone I,Labiatenic acid,Fisetin,Scopoletin,Isorhamnetin 3-O-beta-D-glucopyranoside,Serotonin,beta-Carotene,Phaseollidin,Cryptotanshinone,Mitraphylline,Ajmalicine,3' 5'-cyclic AMP,Glycyrrhisoflavone,Cholesterol,alpha-Pinene,Gibberellin A3,Vincristine,9-Ribosyl-trans-zeatin,Vanillic acid,Isoprene,Vincamine,Salicylic acid,Vanillin,Formononetin,beta-Monoolein,Indole-3-acetic acid,trans-Zeatin,2'-Hydroxygenistein,Kaempferol,Coumestrol,L-Phenylalanine,Isoglycyrol,Loganic acid,Palmitic acid
Fisetin,0.41747573,0.195876285,0.536842108,0.056179777,0.16853933,0.79207921,0.987654328,0.129032254,0.519230783,0.080459774,0.103448279,0.177083328,0.116279073,0.135416672,0.471153855,0.430000007,0.131868139,0.184873953,0.114285715,1,0.735849082,0.435294122,0.271186441,0.184466019,0.176100627,0.850000024,1,0.417582422,0.608695626,0.214285716,0.462365597,0.449438214,0.198113203,0.352272719,0.174418598,0.732558131,0.471153855,0.102272727,0.202247187,0.434426218,0.280000001,0.75,0.198113203,0.135416672,0.876543224,0.573170722,0.367924541,0.259842515,0.24242425,0.79207921,0.460674167,0.587499976,0.694117665,0.61728394,0.34065935,0.37931034,0.189024389,0.100000001,0.172413796,0.112000003,0.314285725,0.163265303,0.46808511,0.144329891,0.887499988,0.544444442,0.414414406,0.939024389,0.395061731,0.099009901,0.392857134,0.283950627,0.056179777,0.130434781,0.202020198,0.545454562,0.684210539,0.544444442,0.357142866,0.278260857,0.184873953,0.38271606,0.42696628,0.173611104,0.191304341,0.112149529,0.421686739,0.444444448,0.697674394,0.395348847,0.22807017,0.15476191,0.117647059,0.376237631,0.42696628,0.130434781,0.107142858,0.142857149,0.51886791,0.430000007,1,0.48888889,0.784313738,0.262626261,0.097826086,0.5,0.509433985,0.284671545,0.280000001,0.179487184,0.732558131,0.127659574,0.100000001,0.171171173,0.294117659,0.177215189,0.426829278,0.072289154,0.215568855,0.390243888,0.447058827,0.694117665,0.189473689,0.25999999,0.1328125,0.686046541,0.962499976,0.349999994,0.25,0.390625,0.188034192,0.116279073
Scopoletin,0.428571433,0.200000003,0.714285731,0.0625,0.151898727,0.396396399,0.5,0.161764711,0.450549453,0.114754096,0.09375,0.175675675,0.186440676,0.169014081,0.380434781,0.581081092,0.184615389,0.223404258,0.166666672,0.48888889,0.37391305,0.777777791,0.215686277,0.230769232,0.175182477,0.506172836,0.48888889,0.450704217,0.469879508,0.223684207,0.594202876,0.907407403,0.278481007,0.367647052,0.209677413,0.518518507,0.380434781,0.109375,0.208955228,0.392523378,0.25757575,0.43617022,0.278481007,0.169014081,0.555555582,0.471428573,0.565789461,0.300970882,0.227848098,0.396396399,0.92592591,0.485294104,0.474999994,0.590909064,0.333333343,0.59523809,0.190140843,0.106060609,0.206349209,0.118811883,0.30578512,0.189189196,0.43589744,0.180555552,0.543209851,0.430379748,0.488636374,0.445652187,0.449999988,0.118421055,0.685185194,0.300000012,0.0625,0.164179102,0.177215189,0.476744175,0.576470613,0.430379748,0.629629612,0.234693885,0.223404258,0.433333337,0.463768125,0.16260162,0.206521735,0.120481931,0.508196712,0.467741936,0.481481493,0.492063493,0.212765962,0.314814806,0.18965517,0.329411775,0.442857146,0.130434781,0.175438598,0.127819553,0.323529422,0.581081092,0.48888889,1,0.405405402,0.25316456,0.102941178,0.419753075,0.313725501,0.271186441,0.25757575,0.161764711,0.518518507,0.142857149,0.106060609,0.238095239,0.26797387,0.185185179,0.516666651,0.086206898,0.212328762,0.419354826,0.469696969,0.474999994,0.242857143,0.265822798,0.166666672,0.487500012,0.455555558,0.387755096,0.270270258,0.357142866,0.202127665,0.186440676
Isorhamnetin 3-O-beta-D-glucopyranoside,0.400000006,0.200000003,0.448275864,0.045045044,0.229946524,0.990196049,0.79411763,0.114035085,0.666666687,0.126213595,0.09259259,0.184210524,0.123809524,0.180180177,0.620370388,0.460177004,0.168224305,0.34710744,0.103174604,0.784313738,0.925233662,0.358490556,0.255474448,0.220338985,0.215116277,0.666666687,0.784313738,0.398148149,0.559633017,0.226086959,0.3859649,0.360360354,0.201612905,0.293577969,0.171428576,0.583333313,0.620370388,0.091743119,0.194444448,0.397163123,0.312883437,0.759615362,0.201612905,0.180180177,0.70588237,0.451923072,0.415254235,0.255172402,0.198347107,0.990196049,0.369369358,0.460784316,0.551401854,0.485436887,0.285714298,0.338235289,0.219101131,0.090090089,0.169811323,0.118055552,0.364238411,0.182608694,0.428571433,0.166666672,0.69607842,0.504672885,0.556521714,0.740384638,0.310679615,0.266666681,0.311320752,0.223300964,0.045045044,0.145454541,0.174999997,0.699029148,0.596491218,0.504672885,0.283018857,0.251851857,0.34710744,0.300970882,0.405660391,0.224358976,0.336134464,0.24778761,0.333333343,0.362745106,0.555555582,0.365384609,0.384615391,0.122641511,0.114285715,0.330578506,0.342342347,0.145454541,0.084905662,0.151162788,0.48780489,0.460177004,0.784313738,0.405405402,1,0.224999994,0.088495575,0.468468457,0.479674786,0.302631587,0.312883437,0.226190478,0.583333313,0.142857149,0.090090089,0.216000006,0.337016582,0.230769232,0.349514574,0.057142857,0.25698325,0.307692319,0.380952388,0.551401854,0.25,0.233333334,0.136054426,0.546296299,0.754901946,0.323741019,0.224137932,0.398601413,0.352941185,0.123809524
Serotonin,0.353658527,0.094594598,0.261363626,0.156862751,0.161073819,0.226890758,0.25999999,0.09375,0.268041223,0.113207549,0.05172414,0.098591551,0.089285716,0.104477614,0.282608688,0.255813956,0.096774191,0.070707068,0.093333334,0.262626261,0.22131148,0.260869563,0.197916672,0.074074075,0.1875,0.298850566,0.262626261,0.342857152,0.284090906,0.090909094,0.262499988,0.270270258,0.41538462,0.400000006,0.081967212,0.266666681,0.282608688,0.068965517,0.107692309,0.238938048,0.365217388,0.272727281,0.41538462,0.104477614,0.285714298,0.342857152,0.23595506,0.388888896,0.419354826,0.226890758,0.266666681,0.352941185,0.282352954,0.333333343,0.359375,0.225490198,0.203007519,0.06666667,0.080645159,0.209302321,0.262711853,0.08219178,0.320512831,0.085714288,0.288888901,0.316455692,0.232323229,0.265306115,0.344827592,0.085714288,0.28125,0.277777791,0.156862751,0.095238097,0.866666675,0.268817216,0.237623766,0.316455692,0.295081973,0.230769232,0.070707068,0.350877196,0.352941185,0.229357794,0.08510638,0.150684938,0.317460328,0.3898305,0.275862068,0.349206358,0.082474224,0.068965517,0.090909094,0.223529413,0.333333343,0.095238097,0.074074075,0.205128208,0.247524753,0.255813956,0.262626261,0.25316456,0.224999994,1,0.064516127,0.324999988,0.213592231,0.236842111,0.365217388,0.201612905,0.266666681,0.092307694,0.084745765,0.079545453,0.321428567,0.217741936,0.322580636,0.05882353,0.322834641,0.362068951,0.353846163,0.282352954,0.083333336,0.685185194,0.222222224,0.279069781,0.270833343,0.22115384,0.370967746,0.243478253,0.072164945,0.089285716
beta-Carotene,0.074074075,0.461538464,0.144736841,0.166666672,0.064285718,0.089285716,0.096774191,0.839999974,0.125,0.166666672,0.761904776,0.5,0.15625,0.162790701,0.06818182,0.105263159,0.100000001,0.188405797,0.115384616,0.097826086,0.086956523,0.105263159,0.166666672,0.400000006,0.075630255,0.112499997,0.097826086,0.129032254,0.141025648,0.428571433,0.040540539,0.111111112,0.030303031,0.176470593,0.3125,0.15384616,0.06818182,0.809523821,0.333333343,0.137254909,0.127118647,0.108695649,0.030303031,0.162790701,0.107142858,0.166666672,0.131578952,0.052083332,0.049180329,0.089285716,0.109375,0.13333334,0.13333334,0.125,0.166666672,0.109890111,0.070866145,0.818181813,0.303030312,0.126760557,0.13636364,0.486486495,0.067567565,0.368421048,0.108433738,0.081081077,0.065217391,0.123595506,0.03846154,0.106382981,0.115384616,0.046511628,0.166666672,0.5,0.071428575,0.105882354,0.147727266,0.081081077,0.122448981,0.113924049,0.188405797,0.039215688,0.13333334,0.067961164,0.300000012,0.090909094,0.03508772,0.054545455,0.159999996,0.109090909,0.285714298,0.1875,0.125,0.269841284,0.19298245,0.551724136,0.0625,0.044642858,0.186046511,0.105263159,0.097826086,0.102941178,0.088495575,0.064516127,1,0.171428576,0.202380955,0.158415839,0.127118647,0.059322033,0.15384616,0.620689631,0.818181813,0.314814806,0.110344827,0.094827585,0.035714287,0.428571433,0.074626863,0.03773585,0.084745765,0.13333334,0.227272734,0.063492067,0.131578952,0.131578952,0.101123594,0.06185567,0.109090909,0.112149529,0.194029853,0.15625
Phaseollidin,0.365591407,0.259740263,0.548780501,0.056338027,0.173913047,0.472727269,0.49473685,0.211267605,0.544444442,0.171875,0.149253726,0.25333333,0.132352948,0.200000003,0.576470613,0.409090906,0.166666672,0.219999999,0.07692308,0.5,0.460177004,0.355263144,0.235849053,0.303797454,0.158620685,0.554216862,0.5,0.666666687,0.720000029,0.265822798,0.409638554,0.428571433,0.227272734,0.470588237,0.188405797,0.477272719,0.576470613,0.181818187,0.222222224,0.444444448,0.300751865,0.613636374,0.227272734,0.200000003,0.528735638,0.486486495,0.384615391,0.258928567,0.238095239,0.472727269,0.44155845,0.459459454,0.470588237,0.49333334,0.373333335,0.382352948,0.165562913,0.176470593,0.18571429,0.15384616,0.375,0.266666681,0.545454562,0.226666674,0.534883738,0.666666687,0.4375,0.538461566,0.342857152,0.19480519,0.306666672,0.268656731,0.056338027,0.268656731,0.25,0.522727251,0.484210521,0.666666687,0.319444448,0.219047621,0.219999999,0.328571439,0.6875,0.229508191,0.268817216,0.190476194,0.375,0.361111104,0.494117647,0.442857146,0.273684204,0.130434781,0.134328365,0.318681329,0.5,0.287878782,0.088235296,0.137681156,0.392156869,0.409090906,0.5,0.419753075,0.468468457,0.324999988,0.171428576,1,0.396039605,0.308333337,0.300751865,0.204379559,0.477272719,0.260869563,0.176470593,0.275862068,0.331125826,0.24626866,0.380281687,0.111111112,0.243243247,0.417910457,0.386666656,0.470588237,0.25333333,0.304878056,0.17757009,0.465116292,0.516483545,0.32407406,0.278481007,0.445454538,0.224489793,0.132352948
Cryptotanshinone,0.339449555,0.36470589,0.41747573,0.056179777,0.155555561,0.483606547,0.504672885,0.235294119,0.436363637,0.105882354,0.156626508,0.329411775,0.156626508,0.184782609,0.378378391,0.40196079,0.131868139,0.355769217,0.103773586,0.509433985,0.495934963,0.311827958,0.401869148,0.370786518,0.191082805,0.557894766,0.509433985,0.329896897,0.450980395,0.367816091,0.307692319,0.329896897,0.114035085,0.322222233,0.216867477,0.520408154,0.378378391,0.197530866,0.273809522,0.346153855,0.391304344,0.548076928,0.114035085,0.184782609,0.535353541,0.433333337,0.407766998,0.194029853,0.230000004,0.483606547,0.326530606,0.411111116,0.515789449,0.408602148,0.402298838,0.311475396,0.196319014,0.192771077,0.214285716,0.094488189,0.343065679,0.310344815,0.408163279,0.275862068,0.540816307,0.418367356,0.330508471,0.543689311,0.25555557,0.144329891,0.300000012,0.268292695,0.056179777,0.223529413,0.189999998,0.416666657,0.509433985,0.418367356,0.310344815,0.336363643,0.355769217,0.258426964,0.309278339,0.157534242,0.356435657,0.144230768,0.296703309,0.300000012,0.536842108,0.237113401,0.359223306,0.168674693,0.144578308,0.737500012,0.295918375,0.238095239,0.094117649,0.12101911,0.939759016,0.40196079,0.509433985,0.313725501,0.479674786,0.213592231,0.202380955,0.396039605,1,0.44262296,0.391304344,0.157232702,0.520408154,0.247058824,0.207317069,0.326530606,0.301775157,0.177215189,0.271739125,0.085365854,0.245398775,0.266666681,0.366666675,0.515789449,0.269662917,0.247524753,0.124031007,0.510416687,0.524271846,0.265625,0.276595742,0.338345855,0.362745106,0.156626508
Mitraphylline,0.327868849,0.294117659,0.361344546,0.145833328,0.244444445,0.304635763,0.282608688,0.198019803,0.288888901,0.111111112,0.108910888,0.289999992,0.166666672,0.225490198,0.280303031,0.394736856,0.178217828,0.427272737,0.166666672,0.284671545,0.324503303,0.243243247,0.307086617,0.366336644,0.335526317,0.291338593,0.284671545,0.294642866,0.322580636,0.323529422,0.216000006,0.27192983,0.1171875,0.261682242,0.206185564,0.341463417,0.280303031,0.153061226,0.255102038,0.281879187,0.612403095,0.311111122,0.1171875,0.225490198,0.292307705,0.23931624,0.400000006,0.205479458,0.219298244,0.304635763,0.269565225,0.232758626,0.344537824,0.235294119,0.326923072,0.294117659,0.34394905,0.138613865,0.20408164,0.165413529,0.626016259,0.313131303,0.316239327,0.309278339,0.294573635,0.30252102,0.262773722,0.286764711,0.205607474,0.144144148,0.242990658,0.200000003,0.145833328,0.200000003,0.216216221,0.270676702,0.385826766,0.30252102,0.238095239,0.253846169,0.414414406,0.207547173,0.288288295,0.209150329,0.318965524,0.216216221,0.240740746,0.209090903,0.338842988,0.203539819,0.322033912,0.153061226,0.15625,0.371681422,0.222222224,0.212121218,0.112244897,0.192546591,0.416000009,0.394736856,0.284671545,0.271186441,0.302631587,0.236842111,0.158415839,0.308333337,0.44262296,1,0.612403095,0.219512194,0.341463417,0.232323229,0.173469394,0.390476197,0.542483687,0.254658371,0.209090903,0.071428575,0.386075944,0.203703701,0.263636351,0.344537824,0.264705896,0.267857134,0.210526317,0.341666669,0.281481475,0.22758621,0.34653464,0.310810804,0.409090906,0.166666672
Ajmalicine,0.328358203,0.233333334,0.338345855,0.115044251,0.290322572,0.30674848,0.286666662,0.161016956,0.292517006,0.105263159,0.094017096,0.228813559,0.142857149,0.205128208,0.284722209,0.346153855,0.163793102,0.373015881,0.137404576,0.280000001,0.333333343,0.222222224,0.229729727,0.305084735,0.280701756,0.294964015,0.280000001,0.29838711,0.304347813,0.268907577,0.208633095,0.2578125,0.204545453,0.258333325,0.17699115,0.311594188,0.284722209,0.121739127,0.20869565,0.269938648,1,0.321917802,0.204545453,0.205128208,0.295774639,0.238461539,0.36153847,0.324137926,0.260162592,0.30674848,0.255813956,0.232558146,0.323308259,0.225563914,0.283333331,0.280000001,0.359281451,0.11965812,0.175438598,0.179310352,0.449664444,0.258620679,0.297709912,0.254385978,0.28873238,0.295454532,0.25999999,0.290540546,0.178861782,0.134920642,0.211382121,0.172413796,0.115044251,0.172413796,0.348214298,0.275862068,0.361702114,0.295454532,0.216666669,0.21768707,0.373015881,0.180327863,0.282258064,0.256249994,0.280303031,0.208000004,0.209677413,0.192000002,0.318518519,0.1875,0.283582091,0.131578952,0.133928567,0.315384626,0.223076925,0.172413796,0.096491225,0.26060605,0.408759117,0.346153855,0.280000001,0.25757575,0.312883437,0.365217388,0.127118647,0.300751865,0.391304344,0.612403095,1,0.263157904,0.311594188,0.179487184,0.139130428,0.327868849,0.594936728,0.289940834,0.192000002,0.061403509,0.666666687,0.196721315,0.230158731,0.323308259,0.23931624,0.3859649,0.220689654,0.320895523,0.285714298,0.212500006,0.321739137,0.296296299,0.357142866,0.142857149
3' 5'-cyclic AMP,0.16438356,0.111111112,0.16438356,0.082568809,0.459119499,0.227544904,0.178343952,0.093220338,0.238095239,0.123809524,0.061946902,0.104838707,0.081081077,0.117647059,0.220689654,0.22794117,0.114035085,0.161971837,0.084615387,0.179487184,0.223529413,0.158730164,0.152317882,0.131782949,0.22674419,0.170068026,0.179487184,0.204724416,0.211267605,0.108527131,0.151079133,0.159090906,0.217741936,0.134920642,0.086956523,0.176870748,0.220689654,0.052173913,0.091666669,0.191616774,0.263157904,0.233333334,0.217741936,0.117647059,0.173333332,0.150375932,0.23357664,0.260273963,0.185483873,0.227544904,0.157894731,0.152671754,0.166666672,0.156716421,0.131782949,0.171974525,0.251428574,0.060344826,0.086206898,0.381355941,0.253012061,0.095238097,0.182481751,0.088709675,0.174496651,0.198529407,0.231292516,0.173076928,0.122950822,0.194690272,0.146341458,0.094017096,0.082568809,0.11304348,0.172131151,0.237762243,0.19480519,0.198529407,0.140495867,0.147651002,0.161971837,0.12396694,0.208000004,0.855769217,0.175182477,0.243478253,0.136000007,0.146341458,0.172413796,0.151999995,0.171428576,0.080357142,0.072072074,0.124137931,0.161538467,0.103448279,0.063636363,0.257861644,0.15625,0.22794117,0.179487184,0.161764711,0.226190478,0.201612905,0.059322033,0.204379559,0.157232702,0.219512194,0.263157904,1,0.176870748,0.101694912,0.051282052,0.149253726,0.264248699,0.75,0.137096778,0.036697246,0.34319526,0.121951222,0.157480314,0.166666672,0.161016956,0.162790701,0.408333331,0.165517241,0.175324678,0.169811323,0.161290318,0.216867477,0.164285719,0.081081077
Glycyrrhisoflavone,0.483516484,0.25,0.626506031,0.064102568,0.165680468,0.588785052,0.724137902,0.174999997,0.53125,0.077922076,0.16438356,0.243902445,0.13333334,0.139534891,0.448979586,0.450549453,0.135802463,0.238095239,0.115789473,0.732558131,0.558558583,0.460526317,0.299065411,0.261363626,0.181208059,0.734177232,0.732558131,0.439024389,0.630952358,0.270588249,0.420454532,0.474999994,0.221052632,0.384615391,0.200000003,1,0.448979586,0.162162155,0.230769232,0.426086962,0.311594188,0.630434811,0.221052632,0.139534891,0.762499988,0.685714304,0.395833343,0.262711853,0.217391297,0.588785052,0.487500012,0.657142878,0.927536249,0.690140843,0.387499988,0.405660391,0.19480519,0.157894731,0.197368428,0.142857149,0.330769241,0.226190478,0.443181813,0.190476194,0.772151887,0.523809552,0.377358496,0.720930219,0.378378391,0.0989011,0.413333327,0.256756753,0.064102568,0.162499994,0.200000003,0.560439587,0.839506149,0.523809552,0.373333335,0.307692319,0.238095239,0.364864856,0.449999988,0.179104477,0.235294119,0.113402061,0.407894731,0.514285743,0.956521749,0.453333348,0.264705896,0.146666661,0.135135129,0.488372087,0.487179488,0.177215189,0.093333334,0.137931034,0.53061223,0.450549453,0.732558131,0.518518507,0.583333313,0.266666681,0.15384616,0.477272719,0.520408154,0.341463417,0.311594188,0.176870748,1,0.172839507,0.157894731,0.226804122,0.298136652,0.198630139,0.413333327,0.098591551,0.215189874,0.373333335,0.555555582,0.927536249,0.228915662,0.263736278,0.155172408,0.914285719,0.697674394,0.313043475,0.282352954,0.357723564,0.242718443,0.13333334
Cholesterol,0.108433738,0.722222209,0.179487184,0.142857149,0.092198581,0.144144148,0.126315787,0.699999988,0.195402294,0.428571433,0.448275864,0.787878811,0.272727281,0.341463417,0.137931034,0.186666667,0.256410271,0.298507452,0.125,0.127659574,0.140350878,0.152542368,0.156626508,0.581395328,0.117647059,0.146341458,0.127659574,0.229508191,0.220779225,0.625,0.064935066,0.15384616,0.057971016,0.25,0.424242437,0.172839507,0.137931034,0.653846145,0.472222209,0.141509429,0.179487184,0.17582418,0.057971016,0.309523821,0.139534891,0.190476194,0.229729727,0.070707068,0.095238097,0.144144148,0.151515156,0.158730164,0.15384616,0.149253726,0.259259254,0.127659574,0.093023255,0.551724136,0.411764711,0.118421055,0.214953274,0.714285731,0.135135129,0.628571451,0.141176477,0.16438356,0.119565219,0.15384616,0.09259259,0.239130437,0.166666672,0.111111112,0.142857149,0.724137902,0.065573767,0.178571433,0.191011235,0.16438356,0.176470593,0.107142858,0.279411763,0.094339624,0.237288132,0.116504855,0.406779647,0.203703701,0.084745765,0.086206898,0.179487184,0.137931034,0.409836054,0.264705896,0.24242425,0.287878782,0.216666669,0.785714269,0.14705883,0.079646021,0.229885057,0.186666667,0.127659574,0.142857149,0.142857149,0.092307694,0.620689631,0.260869563,0.247058824,0.232323229,0.179487184,0.101694912,0.172839507,1,0.666666687,0.490196079,0.160839155,0.137931034,0.086206898,0.25,0.111940302,0.090909094,0.112903222,0.15384616,0.340909094,0.107692309,0.166666672,0.151898727,0.131868139,0.069306932,0.157894731,0.148148149,0.307692319,0.272727281
alpha-Pinene,0.089743592,0.486486495,0.148648649,0.178571433,0.050000001,0.090909094,0.0989011,0.692307711,0.127906978,0.178571433,0.590909064,0.529411793,0.166666672,0.170731708,0.069767445,0.108108111,0.105263159,0.194029853,0.119999997,0.100000001,0.088495575,0.109090909,0.141025648,0.418604642,0.06779661,0.115384616,0.100000001,0.13333334,0.144736841,0.449999988,0.02739726,0.114754096,0.03125,0.183673471,0.333333343,0.157894731,0.069767445,0.894736826,0.352941185,0.117647059,0.139130428,0.111111112,0.03125,0.170731708,0.109756097,0.172413796,0.135135129,0.05319149,0.050847456,0.090909094,0.112903222,0.137931034,0.1369863,0.129032254,0.173076928,0.100000001,0.05511811,0.727272749,0.322580636,0.114285715,0.149532706,0.514285743,0.069444448,0.388888896,0.111111112,0.083333336,0.054945055,0.126436785,0.039999999,0.111111112,0.119999997,0.048780486,0.178571433,0.535714269,0.094339624,0.108433738,0.151162788,0.083333336,0.127659574,0.088607594,0.194029853,0.040816326,0.137931034,0.05882353,0.310344815,0.094339624,0.036363635,0.056603774,0.16438356,0.113207549,0.295081973,0.200000003,0.13333334,0.27868852,0.178571433,0.592592597,0.06666667,0.036036037,0.190476194,0.108108111,0.100000001,0.106060609,0.090090089,0.084745765,0.818181813,0.176470593,0.207317069,0.173469394,0.139130428,0.051282052,0.157894731,0.666666687,1,0.326923072,0.111888111,0.086956523,0.037037037,0.333333343,0.075757578,0.039215688,0.087719299,0.1369863,0.238095239,0.065573767,0.119999997,0.135135129,0.103448279,0.041237112,0.113207549,0.093457945,0.200000003,0.166666672
Gibberellin A3,0.148514852,0.535714269,0.303370774,0.084745765,0.141025648,0.217741936,0.169642851,0.388888896,0.292929292,0.254901975,0.222222224,0.566037714,0.319999993,0.462962955,0.255102038,0.378048778,0.351851851,0.563380301,0.129870132,0.171171173,0.252032518,0.19480519,0.188118815,0.80392158,0.137681156,0.180000007,0.171171173,0.25316456,0.282608688,0.589285731,0.152173907,0.25316456,0.054347824,0.171052635,0.419999987,0.226804122,0.255102038,0.313725501,0.480769217,0.208333328,0.327868849,0.235849053,0.054347824,0.462962955,0.173076928,0.164705887,0.493506491,0.074380167,0.120481931,0.217741936,0.25,0.15476191,0.225806445,0.160919547,0.260273963,0.226415098,0.137931034,0.277777791,0.411764711,0.07920792,0.387387395,0.647058845,0.255813956,0.620000005,0.174757287,0.25287357,0.257425755,0.183486238,0.121621624,0.306451619,0.19178082,0.138461545,0.084745765,0.450980395,0.05952381,0.24242425,0.313131303,0.25287357,0.200000003,0.14705883,0.563380301,0.12328767,0.259740263,0.158333331,0.597014904,0.253521115,0.173333332,0.101265825,0.234042555,0.111111112,0.571428597,0.264150947,0.300000012,0.282352954,0.15476191,0.450980395,0.166666672,0.106060609,0.310000002,0.378048778,0.171171173,0.238095239,0.216000006,0.079545453,0.314814806,0.275862068,0.326530606,0.390476197,0.327868849,0.149253726,0.226804122,0.490196079,0.326923072,1,0.301369876,0.181818187,0.129870132,0.134615391,0.218309864,0.135135129,0.148148149,0.225806445,0.596153855,0.170731708,0.138613865,0.223404258,0.175925925,0.157894731,0.216216221,0.243697479,0.535211265,0.319999993
Vincristine,0.346405238,0.197278917,0.320512831,0.100000001,0.320197046,0.338888884,0.292397648,0.130136982,0.345679015,0.100000001,0.075862072,0.201388896,0.114285715,0.20714286,0.339622647,0.362416118,0.164285719,0.256249994,0.156862751,0.294117659,0.363128483,0.22147651,0.242603555,0.272727281,0.320855618,0.276073605,0.294117659,0.321678311,0.341935486,0.21768707,0.240506336,0.25999999,0.230263159,0.260563374,0.150000006,0.298136652,0.339622647,0.097902097,0.184397161,0.320224732,0.594936728,0.331325293,0.230263159,0.20714286,0.284848481,0.227272734,0.385135144,0.317365259,0.21192053,0.338888884,0.258278131,0.230263159,0.283018857,0.248366013,0.272727281,0.294117659,0.363636374,0.096551724,0.148936167,0.198795184,0.742857158,0.216783211,0.319999993,0.204225346,0.286585361,0.317880809,0.323170722,0.280701756,0.184931502,0.140000001,0.195945948,0.138888896,0.100000001,0.138888896,0.278571427,0.322981358,0.333333343,0.317880809,0.183673471,0.232142851,0.256249994,0.186206892,0.307692319,0.279329598,0.24683544,0.21768707,0.210884348,0.212328762,0.287499994,0.216216221,0.290322572,0.090277776,0.107142858,0.251572341,0.238410592,0.146853149,0.077464789,0.268817216,0.307692319,0.362416118,0.294117659,0.26797387,0.337016582,0.321428567,0.110344827,0.331125826,0.301775157,0.542483687,0.594936728,0.264248699,0.298136652,0.160839155,0.111888111,0.301369876,1,0.322580636,0.212328762,0.049295776,0.556213021,0.200000003,0.244897962,0.283018857,0.235714287,0.328571439,0.22023809,0.28125,0.284023672,0.268571436,0.276595742,0.352272719,0.243750006,0.114285715
9-Ribosyl-trans-zeatin,0.202797204,0.136000007,0.211267605,0.100917429,0.5,0.232142851,0.176100627,0.12931034,0.260273963,0.121495329,0.089285716,0.13934426,0.079646021,0.106557377,0.243055552,0.242647052,0.102564104,0.184397161,0.1171875,0.177215189,0.220930234,0.184,0.142857149,0.165354326,0.245614037,0.175675675,0.177215189,0.22047244,0.25179857,0.1328125,0.157142863,0.183206111,0.233870968,0.150793657,0.094827585,0.198630139,0.243055552,0.088495575,0.099173553,0.203592807,0.289940834,0.238410592,0.233870968,0.106557377,0.178807944,0.183206111,0.248175189,0.282758623,0.192000002,0.232142851,0.181818187,0.167938933,0.180555552,0.171641797,0.147286817,0.184713379,0.292397648,0.096491225,0.094017096,0.556603789,0.320754707,0.129032254,0.197080299,0.113821141,0.180000007,0.213235289,0.244897962,0.18589744,0.13934426,0.201754391,0.172131151,0.101694912,0.100917429,0.150442481,0.178861782,0.260563374,0.215686277,0.213235289,0.166666672,0.138157889,0.184397161,0.140495867,0.224000007,0.839622617,0.216417909,0.25,0.151999995,0.16260162,0.194444448,0.18699187,0.194244608,0.088495575,0.07079646,0.15384616,0.204724416,0.130434781,0.053097345,0.270440251,0.176100627,0.242647052,0.177215189,0.185185179,0.230769232,0.217741936,0.094827585,0.24626866,0.177215189,0.254658371,0.289940834,0.75,0.198630139,0.137931034,0.086956523,0.181818187,0.322580636,1,0.153225809,0.055045873,0.347058833,0.138211384,0.173228353,0.180555552,0.168067232,0.169230774,0.613207519,0.179310352,0.173076928,0.160493821,0.167999998,0.207100585,0.187050357,0.079646021
